client_id,birth_number,district_id,birth_year,birth_month,birth_day,gender,age,age_group,disp_id,account_id,num_dispo,card_id_x,card_type,issued,issue_year,issue_month,issue_day,lor_card,has_card_96,district_name,region,inhabitants,nmuni_5,nmuni_2k,nmuni_10k,nmuni_more_10k,ncities,ratio_urb_inhab,avg_sal,unemp_95,unemp_96,entrep,district_size,crime_rate_95,crime_rate_96,mean_amount,sum_amount,min_amount,max_amount,n_trans,rec_debit_m,rec_credit_m,rec_debit_d,rec_credit_d,credit_mean,debit_mean,debit_cash_mean,credit_sum,debit_sum,debit_cash_sum,others_sum,trans_household_sum,trans_insurance_sum,trans_interest_sum,trans_interest_cred_sum,trans_loan_sum,trans_others_sum,trans_pension_sum,trans_statement_sum,others_mean,trans_household_mean,trans_insurance_mean,trans_interest_mean,trans_interest_cred_mean,trans_loan_mean,trans_others_mean,trans_pension_mean,trans_statement_mean,balance,op_collect_other_bank_mean,op_credit_cash_mean,op_debit_card_mean,op_debit_cash_mean,op_remit_other_bank_mean,ntrans_banks,mean_amount_1,mean_amount_2,mean_amount_3,mean_amount_4,mean_amount_5,mean_amount_6,mean_amount_7,mean_amount_8,mean_amount_9,mean_amount_10,mean_amount_11,mean_amount_12,to_bank,frequency,open_year,open_month,open_day,lor,time_since_loan,loan_id,has_loan_97,card_issued_97
2404,775705,27,1977,7,5,F,19,1,2404,1979,1.0,,,,,,,,0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,0.43799999999999994,8561,0.006500000000000001,0.0129,110,Small,15.290201789057624,16.74641148325359,1123.2469696969695,74134.29999999999,14.6,3600.0,66.0,0.0,0.0,0.0,0.0,1558.3791666666668,874.5999999999998,0.0,37401.100000000006,36733.19999999999,0.0,72810.0,0.0,0.0,0.0,1149.1000000000001,0.0,0.0,0.0,175.19999999999996,1733.5714285714287,0.0,0.0,0.0,95.75833333333334,0.0,0.0,0.0,14.599999999999996,22545.060606060608,3021.0,0.0,0.0,418.8400000000001,2014.0,24.0,813.4,1283.4250000000002,1284.5500000000002,1071.9333333333334,1285.4250000000002,1286.5500000000002,1050.1200000000001,1050.94,1484.0333333333335,1149.4,1119.9,1062.7857142857142,1.0,monthly,1993,1,11,3,,,0,0
2407,750827,51,1975,8,27,M,21,1,2407,1981,0.0,,,,,,,,0,Trutnov,east Bohemia,121947,37,28,7,3,11,0.705,8541,0.025099999999999997,0.0297,131,Medium,28.66819191944041,31.480889238767663,1156.613513513514,85589.40000000002,14.6,8970.0,74.0,0.0,0.0,0.0,0.0,1682.7583333333332,904.0639999999999,0.0,40386.2,45203.19999999999,0.0,84352.0,0.0,0.0,0.0,1062.2,0.0,0.0,0.0,175.19999999999996,1687.04,0.0,0.0,0.0,88.51666666666667,0.0,0.0,0.0,14.599999999999996,21523.87972972972,3277.0,0.0,0.0,730.584615384615,1092.0,36.0,920.6538461538462,1113.5,1114.46,1115.44,970.1142857142858,2195.842857142857,1109.18,985.1,1110.7800000000002,1111.72,1101.55,1112.7800000000002,1.0,monthly,1993,10,8,3,,,0,0
2410,735208,73,1973,2,8,F,23,1,2410,1984,1.0,,,,,,,,0,Opava,north Moravia,182027,17,49,12,2,7,0.564,8746,0.0333,0.0374,90,Large,23.925022112104248,24.353529970828504,5717.565,343053.89999999997,14.6,19599.0,60.0,0.0,0.0,0.0,0.0,7173.279166666668,4747.08888888889,0.0,172158.70000000004,170895.20000000004,0.0,340578.0,0.0,0.0,0.0,2300.7,0.0,0.0,0.0,175.19999999999996,9460.5,0.0,0.0,0.0,191.725,0.0,0.0,0.0,14.599999999999996,49197.51666666665,0.0,14154.833333333334,0.0,4747.08888888889,0.0,0.0,3623.254545454545,5532.375,6436.2,4645.74,4541.839999999999,8917.98,5065.549999999999,5846.275,5595.42,6721.95,7195.924999999999,7500.0199999999995,0.0,monthly,1993,11,7,3,,,0,0
2413,610809,46,1961,8,9,M,35,2,2413,1986,0.0,,,,,,,,0,Nachod,east Bohemia,112709,48,20,7,3,10,0.735,8369,0.0179,0.0231,117,Medium,25.32184652512222,23.227958725567614,4389.171052631579,333577.0,14.6,18504.0,76.0,0.0,0.0,0.0,0.0,6543.591999999999,3333.0823529411773,0.0,163589.79999999996,169987.20000000004,0.0,266668.0,65412.0,0.0,0.0,1321.8,0.0,0.0,0.0,175.19999999999996,6666.7,5451.0,0.0,0.0,110.14999999999999,0.0,0.0,0.0,14.599999999999996,24186.635526315786,0.0,12482.153846153846,0.0,2681.415384615385,5451.0,12.0,3130.769230769231,4099.28,3961.483333333333,5043.46,5282.96,6158.48,4318.171428571428,4822.5599999999995,4046.9142857142856,4600.379999999999,3623.0714285714284,5859.233333333334,1.0,monthly,1995,4,4,1,,,0,0
2414,505713,54,1950,7,13,F,46,3,2414,1987,1.0,,,,,,,,0,Brno - mesto,south Moravia,387570,0,0,0,1,1,1.0,9897,0.016,0.0196,140,Large,48.3035322651392,48.239027788528524,8472.320967741935,525283.8999999999,14.6,31520.0,62.0,0.0,0.0,0.0,0.0,10409.529166666665,7248.821052631581,0.0,249828.69999999995,275455.20000000007,0.0,522956.0,0.0,0.0,0.0,2152.7000000000003,0.0,0.0,0.0,175.19999999999996,13762.0,0.0,0.0,0.0,179.39166666666668,0.0,0.0,0.0,14.599999999999996,39007.611290322595,0.0,20639.666666666668,0.0,7248.821052631581,0.0,0.0,4927.172727272728,8836.574999999999,5425.662499999999,7937.0,8991.25,12791.7,9834.775,8736.8,9264.0,9165.75,10140.05,12016.066666666666,0.0,monthly,1994,3,17,2,,,0,0
2417,385621,48,1938,6,21,F,58,3,2417,1989,0.0,,,,,,,,0,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,0.59,9060,0.0178,0.024399999999999998,124,Small,20.961307073649547,21.746564498765117,1793.6903225806454,111208.80000000002,14.6,10250.0,62.0,0.0,0.0,0.0,0.0,2145.816666666667,1571.2947368421048,0.0,51499.600000000006,59709.19999999998,0.0,35750.0,23784.0,0.0,0.0,859.5999999999999,0.0,0.0,50640.0,175.19999999999996,2553.5714285714284,1982.0,0.0,0.0,71.63333333333333,0.0,0.0,4220.0,14.599999999999996,17896.285483870965,4220.0,0.0,0.0,1381.7384615384613,1982.0,24.0,1775.0454545454545,1570.025,1572.45,1574.825,1964.7600000000002,3306.22,1567.6750000000002,1570.0500000000002,1571.7857142857142,1569.875,1572.2250000000001,1722.8999999999999,1.0,monthly,1994,9,21,2,,,0,0
2418,536227,1,1953,12,27,F,43,2,2418,1990,0.0,,,,,,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,167,Large,71.10401816502386,82.24968110789384,1319.0587301587302,83100.7,14.6,3600.0,63.0,0.0,0.0,0.0,0.0,1677.895833333333,1098.2358974358972,0.0,40269.49999999999,42831.19999999999,0.0,81692.0,0.0,0.0,0.0,1233.5000000000002,0.0,0.0,0.0,175.19999999999996,2094.6666666666665,0.0,0.0,0.0,102.79166666666669,0.0,0.0,0.0,14.599999999999996,24166.74285714286,3253.0,0.0,0.0,622.7851851851852,2168.0,24.0,865.5,1383.5,1384.7250000000001,1385.9250000000002,1372.72,1373.0400000000002,1442.5666666666666,1384.825,1678.0,1382.5,1383.7,1253.257142857143,1.0,monthly,1993,6,9,3,,,0,0
2422,765609,68,1976,6,9,F,20,1,2422,1993,0.0,,,,,,,,0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,0.0409,0.0472,96,Large,24.570894217996223,25.724498356988047,5064.1611111111115,273464.7,14.6,45566.0,54.0,0.0,0.0,0.0,0.0,6122.209090909091,4336.753125000002,0.0,134688.6,138776.10000000006,0.0,255332.0,0.0,0.0,0.0,856.6,17100.9,0.0,0.0,175.19999999999996,9456.74074074074,0.0,0.0,0.0,71.38333333333334,5700.3,0.0,0.0,14.599999999999996,19769.792592592592,0.0,13383.2,0.0,4195.69655172414,5700.3,3.0,8439.800000000001,13417.483333333335,4167.749999999999,1371.2,2543.35,2557.6,2207.8250000000003,2392.6666666666665,1549.6333333333334,8336.82,2172.55,1517.8500000000001,1.0,monthly,1994,10,30,2,626.0,,0,0
2423,570709,42,1957,7,9,M,39,2,2423,1994,0.0,374.0,classic,961108 00:00:00,1996.0,11.0,0.0,0.0,1,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,0.591,8388,0.0241,0.0294,87,Medium,17.28758067711429,17.39184835309206,7872.45882352941,936822.5999999999,14.6,46102.0,119.0,0.0,0.0,0.0,0.0,14719.481250000003,4957.076543209876,10712.666666666666,471023.4000000001,401523.19999999995,64276.0,877408.0,47544.0,216.0,0.0,2491.4000000000005,0.0,8988.0,0.0,175.19999999999996,18668.255319148935,3962.0,18.0,0.0,207.6166666666667,0.0,374.5,0.0,14.599999999999996,51269.08739495794,0.0,23426.6,0.0,10488.492307692306,1182.25,48.0,6015.442857142858,7911.68,12663.941666666668,7453.7,3222.975,2195.1,10540.5,7096.724999999999,6947.066666666667,8278.033333333333,8964.136363636364,10017.945454545456,1.0,monthly,1995,7,19,1,,,0,0
2428,465627,1,1946,6,27,F,50,3,2428,1998,0.0,376.0,classic,941110 00:00:00,1994.0,11.0,0.0,2.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,167,Large,71.10401816502386,82.24968110789384,10174.651612903226,630828.4,14.6,35202.0,62.0,0.0,0.0,0.0,0.0,12848.050000000001,8486.18947368421,0.0,308353.2,322475.19999999995,0.0,627384.0,0.0,0.0,0.0,3269.2,0.0,0.0,0.0,175.19999999999996,16510.105263157893,0.0,0.0,0.0,272.43333333333334,0.0,0.0,0.0,14.599999999999996,63821.274193548394,0.0,25423.666666666668,1860.0,10852.685714285713,0.0,0.0,6986.609090909092,6305.416666666667,9062.324999999999,10519.275,10400.375,11585.666666666666,14441.66,12277.75,9452.92,10501.824999999999,11407.025,14096.4,0.0,monthly,1993,6,17,3,,,0,0
2429,731122,70,1973,11,22,M,23,1,2429,1999,0.0,377.0,classic,940303 00:00:00,1994.0,3.0,0.0,2.0,1,Karvina,north Moravia,285387,0,2,8,5,7,0.899,10177,0.0663,0.0775,81,Large,34.612648789188015,35.41857197419644,6993.232954545453,615404.4999999999,14.6,35592.0,88.0,0.0,0.0,0.0,0.0,12931.720833333333,4766.299999999999,0.0,310361.3,305043.19999999995,0.0,535884.0,32112.0,0.0,0.0,1897.3,0.0,45336.0,0.0,175.19999999999996,13397.1,2676.0,0.0,0.0,158.10833333333332,0.0,3778.0,0.0,14.599999999999996,36524.9147727273,0.0,25705.333333333332,2018.1818181818182,7082.593103448277,3227.0,24.0,4457.338461538462,7472.299999999999,5986.45,7407.416666666667,7908.799999999999,9839.185714285715,6651.785714285715,5920.775,8310.216666666665,6748.275,6906.666666666667,9249.414285714285,1.0,monthly,1993,6,6,3,,,0,0
2431,661010,75,1966,10,10,M,30,2,2431,2001,0.0,379.0,classic,960112 00:00:00,1996.0,1.0,0.0,0.0,1,Prerov,north Moravia,138032,67,30,4,2,5,0.6459999999999999,8819,0.0538,0.056600000000000004,99,Medium,29.435203431088443,32.637359452880496,12693.292307692305,990076.7999999998,14.6,58653.0,78.0,0.0,0.0,0.0,0.0,21281.31666666667,9092.983333333332,7143.666666666667,510751.60000000003,436463.1999999999,42862.0,837188.0,150288.0,0.0,0.0,2425.6000000000004,0.0,0.0,0.0,175.19999999999996,19933.04761904762,12524.0,0.0,0.0,202.13333333333335,0.0,0.0,0.0,14.599999999999996,53052.667948717964,42360.5,0.0,2400.0,8105.9299999999985,12524.0,24.0,9099.28,12410.85,13660.640000000003,12127.557142857144,13481.550000000001,15240.17142857143,14886.320000000002,14374.5,11042.85,12095.716666666667,10624.77142857143,15709.842857142858,1.0,monthly,1994,5,19,2,,,0,0
2432,245308,27,1924,3,8,F,72,4,2432,2002,0.0,,,,,,,,0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,0.43799999999999994,8561,0.006500000000000001,0.0129,110,Small,15.290201789057624,16.74641148325359,2275.8689655172425,132000.40000000005,14.6,6060.0,58.0,0.0,0.0,0.0,0.0,3080.7999999999997,1707.682352941176,0.0,73939.2,58061.19999999999,0.0,13630.0,44256.0,0.0,0.0,1219.2,0.0,0.0,72720.0,175.19999999999996,1363.0,3688.0,0.0,0.0,101.60000000000001,0.0,0.0,6060.0,14.599999999999996,24797.381034482758,6060.0,0.0,0.0,627.5090909090911,3688.0,24.0,1617.0272727272727,2458.1,2460.65,2449.52,2529.52,2462.8,2068.2400000000002,2467.4,2469.9500000000003,2472.525,2475.0750000000003,2477.675,1.0,monthly,1993,4,8,3,,,0,0
2433,640619,32,1964,6,19,M,32,2,2433,2003,0.0,,,,,,,,0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,0.81,9272,0.027999999999999997,0.0322,118,Medium,41.310514192160525,42.88107521559519,21887.356363636365,1203804.6,14.6,70450.0,55.0,0.0,0.0,0.0,0.0,25578.591666666664,18880.39310344827,21193.5,613886.2,547531.3999999998,42387.0,1200357.0,0.0,0.0,0.0,3316.2000000000003,0.0,0.0,0.0,131.39999999999998,35304.617647058825,0.0,0.0,0.0,276.35,0.0,0.0,0.0,14.599999999999998,71000.99818181823,50880.833333333336,0.0,0.0,19029.62580645161,0.0,12.0,28290.733333333334,28270.100000000002,27584.625,19526.475000000002,20556.16,24193.300000000003,20181.75,21313.716666666667,15976.1,17392.18,21583.050000000003,22659.033333333336,1.0,monthly,1995,11,27,1,,,0,0
2438,465919,52,1946,9,19,F,50,3,2438,2008,1.0,,,,,,,,0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,0.619,8363,0.0252,0.0349,108,Medium,18.444450838776508,20.134952378211953,3859.1233333333316,347321.09999999986,14.6,24800.0,90.0,0.0,0.0,0.0,0.0,6578.885185185185,2693.511111111112,0.0,177629.9,169691.20000000004,0.0,293860.0,6516.0,0.0,0.0,2909.9,0.0,43860.0,0.0,175.19999999999996,6996.666666666667,543.0,0.0,0.0,242.49166666666667,0.0,3655.0,0.0,14.599999999999996,56259.86888888892,0.0,11648.0,0.0,3059.3641025641036,2099.0,24.0,4147.771428571428,2906.5833333333335,2912.85,2878.9142857142856,3547.157142857143,7296.271428571429,2529.0142857142855,2606.3624999999997,3622.1,3751.3428571428567,4356.783333333333,5680.9857142857145,1.0,monthly,1993,4,16,3,,,0,0
2440,350909,17,1935,9,9,M,61,4,2440,2009,0.0,381.0,classic,961027 00:00:00,1996.0,10.0,0.0,0.0,1,Pelhrimov,south Bohemia,74062,99,15,4,2,7,0.614,8114,0.023799999999999998,0.0262,119,Small,13.542707461316194,15.94609921417191,7807.7562499999985,624620.4999999999,14.6,34714.0,80.0,0.0,0.0,0.0,0.0,12665.387499999999,5725.914285714285,0.0,303969.3,320651.19999999995,0.0,570178.0,35940.0,0.0,0.0,3111.3,0.0,15216.0,0.0,175.19999999999996,17818.0625,2995.0,0.0,0.0,259.27500000000003,0.0,1268.0,0.0,14.599999999999996,55541.21750000001,0.0,25071.5,3700.0,8574.03870967742,2131.5,24.0,8075.457142857143,6607.9857142857145,6192.171428571428,7249.549999999999,7517.75,12777.471428571429,6093.299999999999,8639.985714285714,6581.5,6772.428571428572,7661.466666666666,9137.014285714286,1.0,monthly,1994,4,14,2,,,0,0
2441,281006,1,1928,10,6,M,68,4,2441,2010,1.0,,,,,,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,1.0,12541,0.0029,0.0043,167,Large,71.10401816502386,82.24968110789384,2293.491803278689,139903.00000000003,14.6,5815.0,61.0,0.0,0.0,0.0,0.0,2949.4083333333333,1868.0324324324324,0.0,70785.8,69117.2,0.0,22430.0,46512.0,0.0,0.0,1005.8,0.0,0.0,69780.0,175.19999999999996,1725.3846153846155,3876.0,0.0,0.0,83.81666666666666,0.0,0.0,5815.0,14.599999999999996,18960.996721311465,5815.0,0.0,0.0,904.2079999999999,3876.0,24.0,1718.5,2442.6,2163.7400000000002,2445.675,2740.2200000000003,2445.75,2447.85,2449.925,2452.0,2744.6600000000003,2665.1,1773.457142857143,1.0,monthly,1993,12,27,3,,,0,0
2443,490523,75,1949,5,23,M,47,3,2443,2011,0.0,,,,,,,,0,Prerov,north Moravia,138032,67,30,4,2,5,0.6459999999999999,8819,0.0538,0.056600000000000004,99,Medium,29.435203431088443,32.637359452880496,928.4112500000001,74272.90000000001,12.0,3016.0,80.0,0.0,0.0,0.0,0.0,1533.2375,669.1999999999998,0.0,36797.7,37475.19999999999,0.0,49372.0,20712.0,144.0,0.0,605.7,0.0,3264.0,0.0,175.19999999999996,2468.6,1726.0,12.0,0.0,50.475,0.0,272.0,0.0,14.599999999999996,13063.468750000004,3016.0,0.0,0.0,667.7600000000002,670.0,48.0,1026.9666666666667,848.8666666666668,756.7,1141.6714285714286,848.8666666666668,1064.5125,847.9166666666666,1083.3,847.6166666666668,848.3166666666667,849.0500000000001,849.7666666666668,1.0,monthly,1993,3,25,3,,,0,0
2447,721007,68,1972,10,7,M,24,1,2447,2015,1.0,,,,,,,,0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,0.0409,0.0472,96,Large,24.570894217996223,25.724498356988047,3102.433333333334,176838.70000000004,14.6,10204.0,57.0,0.0,0.0,0.0,0.0,3594.092,2718.3250000000003,0.0,89852.3,86986.40000000001,0.0,134578.0,40815.0,0.0,0.0,1314.3000000000002,0.0,0.0,0.0,131.39999999999998,4984.37037037037,4535.0,0.0,0.0,109.52500000000002,0.0,0.0,0.0,14.599999999999998,27942.849122807027,0.0,6810.615384615385,0.0,2007.452173913043,4535.0,9.0,2326.9666666666667,2636.0666666666666,3776.5,3057.6600000000003,3356.1,3166.2666666666664,3235.08,3332.8599999999997,2891.08,2890.52,3024.0,3277.0,1.0,monthly,1995,11,25,1,,,0,0
2451,391206,42,1939,12,6,M,57,3,2451,2018,0.0,,,,,,,,0,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,0.591,8388,0.0241,0.0294,87,Medium,17.28758067711429,17.39184835309206,2328.9631578947374,177001.20000000004,14.6,7010.0,76.0,0.0,0.0,0.0,0.0,2791.4375,1992.6181818181822,0.0,89326.0,87675.20000000001,0.0,138470.0,37380.0,0.0,0.0,976.0,0.0,0.0,0.0,175.19999999999996,3461.75,3115.0,0.0,0.0,81.33333333333333,0.0,0.0,0.0,14.599999999999996,20050.393421052624,0.0,4417.5,0.0,1571.7249999999997,3115.0,12.0,2544.95,2112.55,2461.65,2096.96,2136.457142857143,2902.9666666666667,1965.9833333333333,2455.528571428571,2133.5,1717.5333333333335,2432.4500000000003,2807.585714285714,1.0,monthly,1995,6,4,1,,5358.0,1,0
2453,240113,13,1924,1,13,M,72,4,2453,2020,0.0,,,,,,,,0,Rakovnik,central Bohemia,53921,61,22,1,1,2,0.413,8598,0.0277,0.0326,123,Small,29.617403238070512,34.77309397080915,1931.68275862069,112037.60000000002,14.6,5280.0,58.0,0.0,0.0,0.0,0.0,2679.766666666667,1403.6235294117644,0.0,64314.4,47723.19999999999,0.0,19600.0,27948.0,0.0,0.0,954.4,0.0,0.0,63360.0,175.19999999999996,1960.0,2329.0,0.0,0.0,79.53333333333333,0.0,0.0,5280.0,14.599999999999996,20336.20862068965,5280.0,0.0,0.0,898.8727272727272,2329.0,24.0,2215.4,2015.28,1920.5500000000002,2193.82,1923.375,1716.8200000000002,2045.25,1845.3200000000002,2006.02,1929.375,1932.4750000000001,1496.6166666666668,1.0,monthly,1993,9,4,3,,,0,0
2455,191104,72,1919,11,4,M,77,5,2455,2022,1.0,,,,,,,,0,Olomouc,north Moravia,226122,32,50,7,4,4,0.626,8994,0.038,0.0479,110,Large,42.773370127630216,40.721380493715785,1870.8919354838713,115995.30000000002,14.6,13300.0,62.0,0.0,0.0,0.0,0.0,2383.5041666666666,1547.136842105263,0.0,57204.1,58791.19999999999,0.0,35300.0,23316.0,0.0,0.0,1380.1,0.0,0.0,55824.0,175.19999999999996,2521.4285714285716,1943.0,0.0,0.0,115.00833333333333,0.0,0.0,4652.0,14.599999999999996,27298.054838709664,4652.0,0.0,0.0,1364.4307692307689,1943.0,24.0,1375.0166666666667,1679.325,1682.3000000000002,1571.7800000000002,1687.0,4008.22,1679.0,2292.25,2045.4600000000003,1676.7,1679.5500000000002,1455.76,1.0,monthly,1993,6,11,3,,,0,0
2457,400817,68,1940,8,17,M,56,3,2457,2023,1.0,,,,,,,,0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,0.0409,0.0472,96,Large,24.570894217996223,25.724498356988047,5436.728971962616,581729.9999999999,14.6,35286.0,107.0,0.0,0.0,0.0,0.0,12845.949999999999,3294.3036144578314,0.0,308302.8,273427.2,0.0,475492.0,20244.0,12624.0,0.0,2490.8,0.0,70704.0,0.0,175.19999999999996,13585.485714285714,1687.0,1052.0,0.0,207.5666666666667,0.0,2946.0,0.0,14.599999999999996,47199.640186915916,0.0,25484.333333333332,0.0,4853.005714285716,2157.75,48.0,4235.892857142857,5137.45,5353.4,4959.277777777777,5104.224999999999,6283.17,4799.8375,4978.724999999999,5917.2,5879.95,5880.2125,7244.544444444445,1.0,monthly,1993,1,26,3,,,0,0
2460,635105,19,1963,1,5,F,33,2,2460,2025,0.0,,,,,,,,0,Prachatice,south Bohemia,51428,50,11,3,1,4,0.527,8402,0.0313,0.0398,120,Small,19.425215835731507,21.369681885354282,5596.456338028168,397348.3999999999,14.6,22708.5,71.0,0.0,0.0,0.0,0.0,8263.550000000001,4234.536170212767,0.0,198325.2,199023.20000000004,0.0,315207.0,80448.0,0.0,0.0,1518.2,0.0,0.0,0.0,175.19999999999996,9005.914285714285,6704.0,0.0,0.0,126.51666666666667,0.0,0.0,0.0,14.599999999999996,28425.88873239437,0.0,16400.583333333332,0.0,3387.862857142858,6704.0,12.0,3316.318181818182,6095.46,4642.933333333333,5937.76,6677.6,8252.46,5521.066666666667,5470.049999999999,5377.8,5094.74,5498.179999999999,7836.133333333332,1.0,monthly,1994,10,2,2,,,0,0
2462,340606,19,1934,6,6,M,62,4,2462,2027,0.0,,,,,,,,0,Prachatice,south Bohemia,51428,50,11,3,1,4,0.527,8402,0.0313,0.0398,120,Small,19.425215835731507,21.369681885354282,2255.026666666667,135301.60000000003,14.6,11900.0,60.0,0.0,0.0,0.0,0.0,2646.016666666667,1994.366666666666,0.0,63504.4,71797.19999999998,0.0,29910.0,41712.0,0.0,0.0,936.4,0.0,0.0,62568.0,175.19999999999996,2492.5,3476.0,0.0,0.0,78.03333333333333,0.0,0.0,5214.0,14.599999999999996,18414.120000000003,5214.0,0.0,0.0,1253.5499999999995,3476.0,24.0,1782.063636363636,2194.875,2196.775,2198.625,2200.55,4136.3,2191.9,2193.75,2021.7666666666667,2193.975,2195.8250000000003,2103.616666666667,1.0,monthly,1994,11,28,2,,,0,0
2463,441217,7,1944,12,17,M,52,3,2463,2028,0.0,,,,,,,,0,Melnik,central Bohemia,94725,38,28,1,3,6,0.634,9920,0.0226,0.0287,130,Medium,45.27843758247559,51.158617049353396,19408.965060240964,1610944.1,30.0,63400.0,83.0,0.0,0.0,0.0,0.0,20551.927499999998,18429.74358974359,17526.75,822077.1,718760.0,70107.0,1607280.0,0.0,0.0,0.0,3304.1,0.0,0.0,0.0,360.0,27242.033898305086,0.0,0.0,0.0,275.34166666666664,0.0,0.0,0.0,30.0,70667.84698795185,0.0,29241.89285714286,0.0,18345.74418604651,0.0,0.0,10077.199999999999,19319.66,21269.5,29487.725,18389.625,20138.0125,27022.17142857143,9416.28,25798.575,8514.5,23160.13333333333,13836.214285714286,0.0,weekly,1994,11,26,2,,,0,0
2464,450901,30,1945,9,1,M,51,3,2464,2029,0.0,,,,,,,,0,Sokolov,west Bohemia,94812,15,13,8,2,10,0.818,9650,0.0338,0.036699999999999997,100,Medium,31.4833565371472,29.574315487491035,580.0,2900.0,100.0,1100.0,5.0,0.0,3.0,22.0,112.0,900.0,500.0,0.0,900.0,2000.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9100.0,0.0,900.0,0.0,500.0,0.0,0.0,1100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,900.0,500.0,0.0,300.0,0.0,monthly,1993,5,29,3,,,0,0
2465,731017,51,1973,10,17,M,23,1,2465,2030,0.0,,,,,,,,0,Trutnov,east Bohemia,121947,37,28,7,3,11,0.705,8541,0.025099999999999997,0.0297,131,Medium,28.66819191944041,31.480889238767663,8782.00769230769,570830.4999999999,14.6,33816.0,65.0,0.0,0.0,0.0,0.0,12356.470833333333,6689.639024390244,0.0,296555.3,274275.2,0.0,515272.0,51900.0,0.0,0.0,3483.3,0.0,0.0,0.0,175.19999999999996,17768.0,4325.0,0.0,0.0,290.27500000000003,0.0,0.0,0.0,14.599999999999996,69002.69230769228,0.0,24422.666666666668,0.0,7668.110344827588,4325.0,12.0,8841.3,9006.14,9062.06,8125.780000000001,8451.96,11938.050000000001,6834.5199999999995,6685.4857142857145,7879.82,7924.5,8826.359999999999,11091.657142857144,1.0,monthly,1994,9,13,2,,,0,0
2473,766017,20,1976,10,17,F,20,1,2473,2037,0.0,,,,,,,,0,Strakonice,south Bohemia,70646,94,14,3,1,4,0.584,8547,0.0265,0.0364,120,Small,22.12439487019789,21.827138125300795,5446.876249999998,435750.09999999986,14.6,24864.0,80.0,0.0,0.0,0.0,0.0,9061.2875,3897.842857142858,0.0,217470.90000000002,218279.20000000004,0.0,322028.0,9144.0,0.0,0.0,1982.8999999999996,0.0,102420.0,0.0,175.19999999999996,10063.375,762.0,0.0,0.0,165.24166666666665,0.0,8535.0,0.0,14.599999999999996,39389.811249999984,0.0,17957.333333333332,0.0,3334.8500000000004,4648.5,24.0,4880.257142857142,6042.733333333334,5741.266666666666,5374.366666666666,4975.8,7102.287499999999,4351.671428571428,4304.728571428571,5842.7,4647.885714285714,5925.183333333333,6028.4625,1.0,monthly,1993,5,6,3,,,0,0
2474,570406,42,1957,4,6,M,39,2,2474,2038,0.0,,,,,,,,0,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,0.591,8388,0.0241,0.0294,87,Medium,17.28758067711429,17.39184835309206,2132.45,170596.0,14.6,8640.0,80.0,0.0,0.0,0.0,0.0,2863.122580645161,1670.1877551020411,0.0,88756.8,81839.20000000001,0.0,125278.0,18960.0,0.0,0.0,1438.8,0.0,24744.0,0.0,175.19999999999996,3914.9375,1580.0,0.0,0.0,119.89999999999999,0.0,2062.0,0.0,14.599999999999996,29039.93625,0.0,4595.684210526316,0.0,1525.4079999999992,1821.0,24.0,3180.2714285714283,2292.9,2172.114285714286,1771.7833333333335,1789.0,2464.2833333333333,2078.2,1696.7428571428572,1856.8666666666668,1468.3428571428572,2655.7714285714283,2070.5714285714284,1.0,monthly,1993,8,6,3,,,0,0
2475,825202,44,1982,2,2,F,14,0,2475,2039,0.0,384.0,junior,940915 00:00:00,1994.0,9.0,0.0,2.0,1,Chrudim,east Bohemia,105606,77,26,7,2,7,0.53,8254,0.0279,0.037599999999999995,97,Medium,20.510198284188398,22.015794557127435,4189.183018867926,222026.70000000007,14.6,45982.0,53.0,0.0,0.0,0.0,0.0,5357.574999999999,3481.066666666668,0.0,107151.49999999997,114875.20000000004,0.0,219673.0,0.0,0.0,0.0,2178.5,0.0,0.0,0.0,175.19999999999996,7574.931034482759,0.0,0.0,0.0,181.54166666666666,0.0,0.0,0.0,14.599999999999996,42871.97924528301,0.0,13121.625,1192.857142857143,5167.115789473686,0.0,0.0,1472.1916666666666,12612.824999999999,13032.5,7591.0,3954.6000000000004,7676.12,2310.066666666667,1490.325,392.54999999999995,356.8333333333333,522.5,1017.75,0.0,monthly,1993,3,12,3,,,0,0
